term_str,n,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_sentiment
hatred,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,hatr,1,0,1,1,0,1,0,1,0,0,-1
haunt,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,haunt,0,0,0,1,0,1,0,0,0,0,-1
haven,9,5,6.820868827113711e-05,13.839684956194116,NN,VB,1,haven,0,0,0,0,0,0,1,0,0,1,1
hazard,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,hazard,0,0,0,1,0,1,0,0,0,0,-1
heal,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,heal,0,0,0,0,1,0,1,0,0,1,1
hearing,16,7,0.0001212598902597,13.009609957636428,NN,NN,0,hear,0,0,0,1,0,1,0,0,0,0,-1
hearse,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,hears,0,0,0,1,0,1,0,1,0,0,-1
heartless,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,heartless,0,0,0,0,0,1,0,1,0,0,-1
heavenly,1,8,7.578743141237457e-06,17.009609957636428,RB,RB,0,heavenli,0,1,0,0,1,0,1,0,0,1,1
hell,5,4,3.7893715706187286e-05,14.687681862749066,NN,NN,0,hell,1,0,1,1,0,1,0,1,0,0,-1
helmet,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,helmet,0,0,0,1,0,0,1,0,0,0,1
helper,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,helper,0,0,0,0,0,0,1,0,0,1,1
helpful,3,7,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,help,0,0,0,0,1,0,1,0,0,1,1
hemorrhage,3,10,2.2736229423712372e-05,15.424647456915272,NN,NN,0,hemorrhag,0,0,1,1,0,1,0,1,0,0,-1
hero,9,4,6.820868827113711e-05,13.839684956194116,NN,NN,0,hero,0,1,0,0,1,0,1,0,1,1,1
heroic,1,6,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,heroic,0,0,0,0,1,0,1,0,1,1,1
hesitation,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,hesit,0,0,0,1,0,1,0,0,0,0,-1
heyday,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,heyday,0,1,0,0,1,0,1,0,0,1,1
highest,17,7,0.000128838633401,12.922147116386087,JJS,JJ,0,highest,0,1,0,1,1,1,1,0,1,0,0
hire,9,4,6.820868827113711e-05,13.839684956194116,VB,VB,0,hire,0,1,0,0,1,0,1,0,0,1,1
hit,60,3,0.0004547245884742,11.10271936202791,VBD,VB,0,hit,1,0,0,0,0,1,0,0,0,0,-1
hoax,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,hoax,1,0,1,0,0,1,0,1,1,0,-1
hobby,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,hobbi,0,0,0,0,1,0,1,0,0,0,1
hog,3,3,2.2736229423712372e-05,15.424647456915272,NN,NN,0,hog,0,0,1,0,0,1,0,0,0,0,-1
holiday,7,7,5.30512019886622e-05,14.202255035578824,NNP,NN,0,holiday,0,1,0,0,1,0,1,0,0,0,1
homeless,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,homeless,1,1,1,1,0,1,0,1,0,0,-1
homicide,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,homicid,1,0,1,1,0,1,0,1,0,0,-1
honesty,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,honesti,0,0,0,0,0,0,1,0,0,1,1
honeymoon,6,9,4.5472458847424745e-05,14.424647456915272,NN,NN,0,honeymoon,0,1,0,0,1,0,1,0,1,1,1
honor,24,5,0.0001818898353896,12.424647456915272,NN,NN,0,honor,0,0,0,0,0,0,1,0,0,1,1
honorable,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,honor,0,0,0,0,0,0,1,0,0,1,1
hood,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,hood,1,0,1,1,0,1,0,0,0,0,-1
hope,16,4,0.0001212598902597,13.009609957636428,VBP,VB,0,hope,0,1,0,0,1,0,1,0,1,1,1
hopeful,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,hope,0,1,0,0,1,0,1,0,1,1,1
hopeless,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,hopeless,0,0,0,1,0,1,0,1,0,0,-1
horrible,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,horribl,1,0,1,1,0,1,0,0,0,0,-1
hospital,113,8,0.0008563979749598,10.18943099522124,NNP,NN,0,hospit,0,0,0,1,0,0,0,1,0,1,0
hostilities,1,11,7.578743141237457e-06,17.009609957636428,NNS,NN,0,hostil,1,0,0,1,0,1,0,0,0,0,-1
hostility,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,hostil,1,0,1,0,0,1,0,0,0,0,-1
hug,1,3,7.578743141237457e-06,17.009609957636428,NN,NN,0,hug,0,0,0,0,1,0,1,0,0,1,1
humanitarian,1,12,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,humanitarian,0,1,0,0,1,0,1,0,1,1,1
humanity,5,8,3.7893715706187286e-05,14.687681862749066,NN,NN,0,human,0,0,0,0,1,0,1,0,0,1,1
humiliation,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,humili,0,0,1,0,0,1,0,1,0,0,-1
humility,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,humil,0,0,0,0,0,0,1,0,0,1,1
hunter,10,6,7.578743141237457e-05,13.687681862749066,NNP,NN,0,hunter,0,1,0,1,0,1,0,1,0,0,-1
hunting,1,7,7.578743141237457e-06,17.009609957636428,VBG,VB,0,hunt,1,1,0,1,0,1,0,0,0,0,-1
hurrah,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,hurrah,0,0,0,0,1,0,1,0,0,0,1
hurricane,2,9,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,hurrican,0,0,0,1,0,1,0,0,0,0,-1
hurried,2,7,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,hurri,0,1,0,0,0,1,0,0,0,0,-1
hurt,15,4,0.0001136811471185,13.10271936202791,NNP,VB,0,hurt,1,0,0,1,0,1,0,1,0,0,-1
hurting,1,7,7.578743141237457e-06,17.009609957636428,VBG,VB,0,hurt,1,0,0,1,0,1,0,1,0,0,-1
hut,4,3,3.0314972564949827e-05,15.009609957636428,NN,NN,0,hut,0,0,0,0,0,0,1,1,0,0,1
hysteria,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,hysteria,0,0,0,1,0,1,0,0,0,0,-1
ill,8,3,6.0629945129899655e-05,14.009609957636428,NNP,NN,0,ill,1,0,1,1,0,1,0,1,0,0,-1
illegal,9,7,6.820868827113711e-05,13.839684956194116,JJ,JJ,0,illeg,1,0,1,1,0,1,0,1,0,0,-1
illegitimate,2,12,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,illegitim,1,0,1,1,0,1,0,1,1,0,-1
illicit,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,illicit,1,0,1,1,0,1,0,0,0,0,-1
illiterate,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,illiter,0,0,1,0,0,1,0,0,0,0,-1
illness,12,7,9.094491769484948e-05,13.424647456915272,NN,NN,0,ill,0,0,0,1,0,1,0,1,0,0,-1
illusion,4,8,3.0314972564949827e-05,15.009609957636428,NN,NN,0,illus,0,0,0,0,0,1,0,0,1,0,-1
immediately,4,11,3.0314972564949827e-05,15.009609957636428,RB,RB,0,immedi,0,1,0,0,0,1,1,0,0,0,0
impartial,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,imparti,0,0,0,0,0,0,1,0,0,1,1
importance,3,10,2.2736229423712372e-05,15.424647456915272,NN,NN,0,import,0,1,0,0,0,0,1,0,0,0,1
important,24,9,0.0001818898353896,12.424647456915272,JJ,JJ,0,import,0,0,0,0,0,0,1,0,0,1,1
impossible,3,10,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,imposs,0,0,0,0,0,1,0,1,0,0,-1
imprisoned,1,10,7.578743141237457e-06,17.009609957636428,VBN,VB,0,imprison,1,0,1,1,0,1,0,1,0,0,-1
imprisonment,4,12,3.0314972564949827e-05,15.009609957636428,NN,NN,0,imprison,1,0,1,1,0,1,0,1,0,0,-1
improve,6,7,4.5472458847424745e-05,14.424647456915272,VB,VB,0,improv,0,1,0,0,1,0,1,0,0,1,1
improvement,2,11,1.5157486282474914e-05,16.009609957636428,NN,NN,0,improv,0,0,0,0,1,0,1,0,0,1,1
inability,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,inabl,0,0,0,0,0,1,0,1,0,0,-1
inadequate,2,10,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,inadequ,0,0,0,0,0,1,0,1,0,0,-1
inappropriate,1,13,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,inappropri,1,0,1,0,0,1,0,1,0,0,-1
inauguration,1,12,7.578743141237457e-06,17.009609957636428,NN,NN,0,inaugur,0,1,0,0,1,0,1,0,0,1,1
incarceration,1,13,7.578743141237457e-06,17.009609957636428,NN,NN,0,incarcer,1,0,1,1,0,1,0,1,0,0,-1
incite,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,incit,1,1,0,1,0,1,0,0,0,0,-1
income,16,6,0.0001212598902597,13.009609957636428,NN,NN,0,incom,0,1,0,0,1,1,1,1,0,1,0
incompetent,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,incompet,1,0,0,0,0,1,0,1,0,0,-1
incurable,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,incur,1,0,1,1,0,1,0,1,0,0,-1
independence,5,12,3.7893715706187286e-05,14.687681862749066,NN,NN,0,independ,0,1,0,0,1,0,1,0,1,1,1
indict,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,indict,1,0,0,1,0,1,0,0,0,0,-1
indictment,4,10,3.0314972564949827e-05,15.009609957636428,NN,NN,0,indict,0,0,0,1,0,1,0,0,0,0,-1
indignant,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,indign,1,0,0,0,0,1,0,0,0,0,-1
indignation,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,indign,1,0,1,0,0,1,0,0,0,0,-1
inequality,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,inequ,1,0,0,1,0,1,0,1,0,0,-1
infant,7,6,5.30512019886622e-05,14.202255035578824,NN,NN,0,infant,0,1,0,1,1,0,1,0,1,0,1
infection,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,infect,0,0,0,1,0,1,0,0,0,0,-1
inferior,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,inferior,0,0,0,0,0,1,0,1,0,0,-1
infidelity,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,infidel,1,0,1,1,0,1,0,1,0,0,-1
infinity,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,infin,0,1,0,0,1,0,1,0,0,1,1
inflation,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,inflat,0,0,0,1,0,1,0,0,0,0,-1
influence,12,9,9.094491769484948e-05,13.424647456915272,NN,NN,0,influenc,0,0,0,0,0,1,1,0,0,0,0
influential,2,11,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,influenti,0,0,0,0,0,0,1,0,0,1,1
inheritance,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,inherit,0,1,0,0,1,0,1,0,1,1,1
inimitable,3,10,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,inimit,0,0,0,0,0,0,1,0,0,1,1
injured,9,7,6.820868827113711e-05,13.839684956194116,JJ,JJ,0,injur,0,0,0,1,0,1,0,1,0,0,-1
injury,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,injuri,1,0,0,1,0,1,0,1,0,0,-1
injustice,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,injustic,1,0,0,0,0,1,0,0,0,0,-1
inmate,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,inmat,0,0,1,1,0,1,0,0,0,0,-1
innocent,3,8,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,innoc,0,0,0,0,0,0,1,0,0,1,1
insane,7,6,5.30512019886622e-05,14.202255035578824,NN,NN,0,insan,1,0,0,1,0,1,0,0,0,0,-1
insecure,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,insecur,1,0,0,1,0,1,0,1,0,0,-1
inspire,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,inspir,0,1,0,0,1,0,1,0,0,1,1
inspired,5,8,3.7893715706187286e-05,14.687681862749066,VBN,VB,0,inspir,0,0,0,0,1,0,1,0,1,1,1
instruct,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,instruct,0,0,0,0,0,0,1,0,0,1,1
instruction,2,11,1.5157486282474914e-05,16.009609957636428,NN,NN,0,instruct,0,0,0,0,0,0,1,0,0,1,1
instructions,1,12,7.578743141237457e-06,17.009609957636428,NNS,NN,0,instruct,0,1,0,0,0,0,0,0,0,1,0
instructor,7,10,5.30512019886622e-05,14.202255035578824,NN,NN,0,instructor,0,1,0,0,0,0,1,0,0,1,1
insure,5,6,3.7893715706187286e-05,14.687681862749066,VB,VB,0,insur,0,0,0,0,0,0,1,0,0,1,1
intact,2,6,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,intact,0,0,0,0,0,0,1,0,0,1,1
integrity,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,integr,0,0,0,0,0,0,1,0,0,1,1
intelligence,4,12,3.0314972564949827e-05,15.009609957636428,NN,NN,0,intellig,0,0,0,1,1,0,1,0,0,1,1
intelligent,2,11,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,intellig,0,0,0,0,0,0,1,0,0,1,1
intended,3,8,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,intend,0,1,0,0,0,0,1,0,0,0,1
intense,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,intens,1,0,1,1,1,1,1,0,1,1,0
inter,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,inter,0,0,0,0,0,1,0,1,0,0,-1
interested,9,10,6.820868827113711e-05,13.839684956194116,JJ,JJ,0,interest,0,0,1,0,0,0,1,1,0,0,1
interior,8,8,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,interior,0,0,1,0,0,0,1,0,0,1,1
interrupted,1,11,7.578743141237457e-06,17.009609957636428,VBD,VB,0,interrupt,0,0,0,0,0,1,0,1,0,0,-1
intimate,5,8,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,intim,0,1,0,0,1,0,1,0,0,1,1
intimately,1,10,7.578743141237457e-06,17.009609957636428,RB,RB,0,intim,0,1,0,1,1,0,0,0,0,0,0
intimidation,1,12,7.578743141237457e-06,17.009609957636428,NN,NN,0,intimid,1,0,0,1,0,1,0,0,0,0,-1
intoxicated,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,intox,0,0,1,0,0,1,0,0,0,0,-1
intruder,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,intrud,1,0,0,1,0,1,0,0,1,0,-1
invitation,3,10,2.2736229423712372e-05,15.424647456915272,NN,NN,0,invit,0,1,0,0,0,0,1,0,0,0,1
invocation,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,invoc,0,1,0,0,0,0,0,0,0,1,0
irate,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,irat,1,0,0,0,0,1,0,0,0,0,-1
iron,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,iron,0,0,0,0,0,0,1,0,0,1,1
irritation,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,irrit,1,0,1,0,0,1,0,1,0,0,-1
isolated,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,isol,0,0,0,1,0,1,0,1,0,0,-1
jackpot,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,jackpot,0,1,0,0,1,0,1,0,1,0,1
jail,34,4,0.000257677266802,11.922147116386087,NN,NN,0,jail,0,0,0,1,0,1,0,1,0,0,-1
jealous,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,jealou,1,0,1,0,0,1,0,0,0,0,-1
jealousy,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,jealousi,1,0,1,1,0,1,0,1,0,0,-1
jerk,1,4,7.578743141237457e-06,17.009609957636428,VB,VB,0,jerk,1,0,0,0,0,0,0,0,1,0,0
john,111,4,0.0008412404886773,10.215194091286325,NNP,NN,0,john,0,0,1,0,0,1,0,0,0,0,-1
journey,2,7,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,journey,0,1,0,1,1,0,1,0,0,0,1
joy,9,3,6.820868827113711e-05,13.839684956194116,NNP,NN,0,joy,0,0,0,0,1,0,1,0,0,0,1
jubilant,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,jubil,0,0,0,0,1,0,1,0,1,1,1
judicial,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,judici,0,1,0,0,0,0,1,0,0,1,1
judiciary,4,9,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,judiciari,0,1,0,0,0,0,0,0,0,1,0
jump,11,4,8.336617455361203e-05,13.550178338999132,NN,NN,0,jump,0,0,0,0,1,0,1,0,0,0,1
justice,31,7,0.0002349410373783,12.055413647249551,NNP,NN,0,justic,0,0,0,0,0,0,1,0,0,1,1
khan,3,4,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,khan,0,0,0,1,0,0,0,0,0,1,0
kick,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,kick,1,0,0,0,0,1,0,0,0,0,-1
kidnap,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,kidnap,1,0,0,1,0,1,0,1,1,0,-1
kill,6,4,4.5472458847424745e-05,14.424647456915272,VB,VB,0,kill,0,0,0,1,0,1,0,1,0,0,-1
killing,5,7,3.7893715706187286e-05,14.687681862749066,VBG,VB,0,kill,1,0,0,1,0,1,0,1,0,0,-1
kind,27,4,0.0002046260648134,12.25472245547296,NN,NN,0,kind,0,0,0,0,1,0,1,0,0,1,1
kiss,6,4,4.5472458847424745e-05,14.424647456915272,NN,NN,0,kiss,0,1,0,0,1,0,1,0,1,0,1
labor,37,5,0.0002804134962257,11.80015659200748,NN,NN,0,labor,0,1,0,0,1,0,1,0,1,1,1
labored,1,7,7.578743141237457e-06,17.009609957636428,VBN,VB,0,labor,0,0,0,0,0,1,0,1,0,0,-1
lace,2,4,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,lace,1,0,0,1,0,1,1,1,0,1,0
larceny,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,larceni,0,0,1,0,0,1,0,0,0,0,-1
larger,3,6,2.2736229423712372e-05,15.424647456915272,JJR,JJ,0,larger,0,0,1,0,0,0,0,0,1,1,0
late,40,4,0.0003031497256494,11.687681862749066,JJ,JJ,0,late,0,0,0,0,0,1,0,1,0,0,-1
laugh,1,5,7.578743141237457e-06,17.009609957636428,RB,RB,0,laugh,0,0,0,0,1,0,1,0,1,0,1
laughter,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,laughter,0,1,0,0,1,0,1,0,1,0,1
launch,3,6,2.2736229423712372e-05,15.424647456915272,NNP,VB,0,launch,0,1,0,0,0,0,1,0,0,0,1
lawlessness,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,lawless,1,0,0,1,0,1,0,0,0,0,-1
lawsuit,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,lawsuit,1,0,1,1,0,1,0,1,1,0,-1
lawyer,25,6,0.0001894685785309,12.365753767861705,NN,NN,0,lawyer,1,0,1,1,0,1,0,0,0,0,-1
leader,41,6,0.0003107284687907,11.652057953018344,NN,NN,0,leader,0,0,0,0,0,0,1,0,0,1,1
leave,27,5,0.0002046260648134,12.25472245547296,VB,VB,0,leav,0,0,0,0,0,1,0,1,1,0,-1
legal,36,5,0.0002728347530845,11.839684956194116,JJ,JJ,0,legal,0,0,0,0,0,0,1,0,0,1,1
legalized,1,9,7.578743141237457e-06,17.009609957636428,VBN,VB,0,legal,1,0,0,1,1,0,1,0,0,1,1
leisure,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,leisur,0,1,0,0,1,0,1,0,1,1,1
lemon,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,lemon,0,0,1,0,0,1,0,0,0,0,-1
lesbian,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,lesbian,0,0,1,0,0,1,0,1,0,0,-1
lessen,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,lessen,0,1,0,0,0,1,0,0,0,0,-1
lesson,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,lesson,0,1,0,0,0,0,1,0,0,1,1
level,8,5,6.0629945129899655e-05,14.009609957636428,NN,NN,0,level,0,0,0,0,0,0,1,0,0,1,1
lewd,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,lewd,0,0,1,0,0,1,0,0,0,0,-1
liberal,9,7,6.820868827113711e-05,13.839684956194116,JJ,JJ,0,liber,0,0,0,0,0,1,1,0,0,0,0
lie,3,3,2.2736229423712372e-05,15.424647456915272,NN,NN,0,lie,1,0,1,0,0,1,0,1,0,0,-1
liking,1,6,7.578743141237457e-06,17.009609957636428,VBG,VB,0,like,0,0,0,0,1,0,1,0,0,1,1
limited,3,7,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,limit,1,0,0,0,0,1,0,1,0,0,-1
liquor,17,6,0.000128838633401,12.922147116386087,NN,NN,0,liquor,1,0,0,0,1,1,0,1,0,0,-1
lonely,1,6,7.578743141237457e-06,17.009609957636428,RB,RB,0,lone,1,0,1,1,0,1,0,1,0,0,-1
loo,2,3,1.5157486282474914e-05,16.009609957636428,NN,NN,0,loo,0,0,1,0,0,1,0,0,0,0,-1
lord,6,4,4.5472458847424745e-05,14.424647456915272,NNP,NN,0,lord,0,0,1,0,0,1,1,0,0,1,0
lose,16,4,0.0001212598902597,13.009609957636428,VB,VB,0,lose,1,0,1,1,0,1,0,1,1,0,-1
losing,7,6,5.30512019886622e-05,14.202255035578824,VBG,VB,0,lose,1,0,0,0,0,1,0,1,0,0,-1
loss,14,4,0.0001061024039773,13.202255035578824,NN,NN,0,loss,1,0,0,1,0,1,0,1,0,0,-1
lost,27,4,0.0002046260648134,12.25472245547296,VBD,VB,0,lost,0,0,0,0,0,1,0,1,0,0,-1
lovable,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,lovabl,0,0,0,0,1,0,1,0,0,1,1
love,71,4,0.0005380907630278,10.859862838131749,NNP,NN,0,love,0,0,0,0,1,0,1,0,0,0,1
lovely,8,6,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,love,0,1,0,0,1,0,1,1,1,1,1
lover,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,lover,0,1,0,0,1,0,1,0,0,1,1
loving,6,6,4.5472458847424745e-05,14.424647456915272,NNP,NN,0,love,0,0,0,0,1,0,1,0,0,1,1
lower,14,5,0.0001061024039773,13.202255035578824,JJR,JJ,0,lower,0,0,0,0,0,1,0,1,0,0,-1
lowest,1,6,7.578743141237457e-06,17.009609957636428,JJS,JJ,0,lowest,0,0,0,0,0,1,0,1,0,0,-1
lowly,1,5,7.578743141237457e-06,17.009609957636428,RB,RB,0,lowli,0,0,0,0,0,1,0,1,0,0,-1
loyal,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,loyal,0,0,0,1,1,0,1,0,1,1,1
loyalty,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,loyalti,0,0,0,0,0,0,1,0,0,1,1
luck,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,luck,0,1,0,0,1,0,1,0,1,0,1
lucky,3,5,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,lucki,0,0,0,0,1,0,1,0,1,0,1
lunacy,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,lunaci,1,0,1,1,0,1,0,1,0,0,-1
lust,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,lust,0,1,0,0,0,1,0,0,0,0,-1
luxurious,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,luxuri,0,0,0,0,1,0,1,0,0,0,1
luxury,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,luxuri,0,0,0,0,1,0,1,0,0,0,1
lying,3,5,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,lie,1,0,1,0,0,1,0,0,0,0,-1
lynch,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,lynch,1,0,1,1,0,1,0,1,0,0,-1
mace,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,mace,0,0,0,1,0,1,0,0,0,0,-1
mad,3,3,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,mad,1,0,1,1,0,1,0,1,0,0,-1
madness,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,mad,1,0,0,1,0,1,0,0,0,0,-1
magical,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,magic,0,1,0,0,1,0,1,0,1,0,1
magnificent,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,magnific,0,1,0,0,1,0,1,0,1,1,1
mainstay,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,mainstay,0,0,0,0,0,0,1,0,0,1,1
majestic,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,majest,0,1,0,0,1,0,1,0,1,1,1
majority,9,8,6.820868827113711e-05,13.839684956194116,NN,NN,0,major,0,0,0,0,1,0,1,0,0,1,1
malpractice,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,malpractic,1,0,0,0,0,1,0,0,0,0,-1
manage,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,manag,0,0,0,0,0,0,1,0,0,1,1
management,13,10,9.852366083608696e-05,13.309170239495336,NN,NN,0,manag,0,0,0,0,0,0,1,0,0,1,1
maniac,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,maniac,1,0,0,1,0,1,0,0,0,0,-1
manslaughter,2,12,1.5157486282474914e-05,16.009609957636428,NN,NN,0,manslaught,1,0,1,1,0,1,0,1,1,0,-1
margin,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,margin,0,0,0,0,0,1,0,1,0,0,-1
marriage,50,8,0.0003789371570618,11.365753767861705,NN,NN,0,marriag,0,1,0,0,1,0,1,0,0,1,1
marry,10,5,7.578743141237457e-05,13.687681862749066,VB,VB,0,marri,0,1,0,1,1,0,1,0,1,1,1
marshal,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,marshal,0,0,0,0,0,0,1,0,0,1,1
marvel,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,marvel,0,0,0,0,0,0,1,0,1,0,1
massacre,4,8,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,massacr,1,0,1,1,0,1,0,1,0,0,-1
mate,13,4,9.852366083608696e-05,13.309170239495336,NN,NN,0,mate,0,0,0,0,0,0,1,0,0,1,1
matron,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,matron,0,0,0,0,0,0,1,0,0,1,1
measured,4,8,3.0314972564949827e-05,15.009609957636428,VBN,VB,0,measur,0,0,0,0,0,0,1,0,0,1,1
medal,3,5,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,medal,0,1,0,0,1,0,1,0,1,1,1
